POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,3,0,5,0,4,0,12,0,4,0,0,0,3,0,3,0,0,0,10,0,3,0,0,0,4,0,4,0,0,0,18,3,8,0,5,0,12,0,3,0,0,0,30,3,0,0,7,0,13,0,0,0,7,0,31,5,0,0,5,0,18,0,0,3,4,0,32,11,0,0,11,3,22,3,4,0,9,0,72,17,0,0,29,4,4,0,3,0,0,0,66,22,5,0,21,8,4,0,0,0,3,0,72,34,3,0,11,7,23,0,3,0,0,0,77,167,3,3,103,26,45,3,9
POA2614,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,3,0,5,0,16,3,3,0,3,0,0,0,8,0,3,0,21,0,0,0,0,0,15,0,13,0,15,0,45,0,3,0,14,0,20,0,16,0,13,0,58,8,10,0,8,0,22,0,10,6,14,0,82,9,0,0,19,0,25,0,7,0,12,0,63,7,10,0,30,0,27,3,10,0,13,0,98,38,9,0,65,10,69,0,13,0,20,0,223,59,19,3,127,27,33,12,11,0,11,0,304,73,17,3,112,16,21,4,4,0,7,0,261,88,13,0,69,17,40,3,3,0,0,0,230,308,13,3,172,34,52,3,7
POA2615,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,5,0,21,0,23,0,0,0,0,0,8,0,11,0,14,0,33,3,3,3,8,0,14,0,10,3,21,0,62,0,12,0,8,3,30,0,19,0,24,0,98,9,6,0,35,0,72,0,14,5,31,0,183,19,14,0,69,11,91,3,23,4,29,3,258,25,16,0,84,5,119,3,20,13,24,0,311,46,21,0,125,8,87,6,17,5,28,3,341,207,27,9,314,57,173,7,23,15,50,3,876,271,35,7,362,69,61,14,16,6,34,0,866,264,36,8,243,63,42,5,8,4,26,0,699,252,15,8,176,44,55,8,3,0,7,0,568,438,27,13,187,41,76,16,10
POA2617,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,3,0,3,0,10,3,10,0,30,0,5,0,0,0,9,0,9,0,9,0,34,0,3,0,3,0,18,0,11,4,11,0,49,0,7,0,19,0,32,4,27,3,24,0,115,14,6,0,27,0,51,3,13,4,19,0,133,10,11,0,40,5,64,0,6,5,13,0,161,13,6,0,45,5,63,0,10,3,13,0,158,66,19,0,135,17,95,3,12,0,21,0,379,98,14,3,170,37,40,11,15,0,18,0,412,128,13,5,145,22,28,7,6,0,11,3,375,119,9,5,96,29,47,3,7,3,13,0,335,309,16,3,227,34,68,6,6
POA2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,14,3,3,0,0,0,0,0,0,0,0,0,5,8,0,0,6,0,4,0,0,0,0,0,20,7,0,0,11,0,0,0,0,0,0,0,28,5,0,0,7,3,0,0,0,0,0,0,12,4,0,0,7,0,0,0,0,0,0,0,17,24,0,0,26,3,3,0,0
POA2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,3,0,11,0,0,0,0,0,12,3,0,0,8,0,11,0,4,0,0,0,22,3,3,0,7,0,0,0,0,0,0,0,19,13,0,0,3,0,0,0,0,0,0,0,22,5,0,0,3,0,10,0,0,0,0,0,12,11,0,0,10,4,6,0,0
POA2902,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,3,0,11,0,20,3,4,0,4,0,11,0,8,3,9,0,41,0,4,0,8,0,19,0,6,0,15,0,48,5,3,0,21,0,22,0,3,0,18,0,80,6,3,0,24,3,20,0,8,3,7,0,75,17,3,0,23,3,21,0,7,0,3,0,79,51,12,3,96,17,55,3,9,4,19,0,259,54,19,3,84,13,29,3,4,0,9,0,223,84,9,0,83,20,15,0,10,0,11,0,233,86,8,0,57,11,17,0,4,0,4,0,189,186,8,0,105,12,36,0,10
POA2903,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,9,0,5,0,0,0,7,0,3,0,0,0,15,0,0,0,9,0,5,0,3,3,6,0,27,0,5,0,4,0,14,6,8,3,6,0,46,3,3,0,11,0,17,3,4,0,4,0,43,8,3,0,34,0,15,0,3,0,7,4,66,35,6,3,52,7,35,0,0,3,13,0,156,47,3,0,76,11,17,0,3,0,7,0,165,57,9,0,46,8,14,0,7,0,4,0,148,37,0,0,36,3,12,0,0,0,3,0,91,112,7,3,64,21,18,3,6
POA2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,0,3,0,12,0,0,0,0,0,5,0,7,0,6,0,19,0,4,0,3,0,9,0,4,0,9,3,36,0,4,0,6,3,21,0,5,0,4,0,41,4,3,0,13,0,10,0,8,0,3,0,46,5,5,0,19,3,22,0,5,0,7,0,71,45,7,3,66,6,51,5,8,0,13,0,209,44,10,3,99,16,24,0,9,0,16,0,221,77,10,0,83,12,22,0,3,0,12,0,223,87,0,3,46,13,14,5,4,0,0,0,175,239,11,7,131,22,38,3,8
POA2905,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,9,0,0,0,0,0,0,0,3,0,12,0,20,0,3,0,0,0,9,0,6,4,9,0,41,0,4,0,5,0,21,0,11,0,11,0,58,10,14,0,20,0,57,0,20,5,10,0,137,15,9,3,40,3,58,0,10,3,17,0,165,19,10,3,56,8,71,4,10,4,12,0,195,39,3,3,73,3,57,5,5,3,7,0,192,149,20,6,190,35,118,16,12,9,27,3,590,172,13,4,203,33,39,4,14,0,15,0,512,191,18,6,168,35,44,7,3,3,10,3,478,164,4,0,94,24,39,0,12,3,3,0,350,358,11,6,162,47,53,6,12
POA2906,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,10,0,10,0,0,0,4,0,11,0,8,3,7,0,34,0,13,0,16,0,27,0,3,0,10,0,75,9,3,0,27,3,38,0,9,0,6,0,97,5,8,0,37,0,30,4,8,0,3,0,100,25,8,3,44,4,26,8,6,0,11,0,127,120,12,4,120,24,65,4,4,3,9,0,362,144,6,3,141,30,37,9,7,0,3,0,384,133,6,4,84,11,15,0,0,0,5,0,264,131,7,0,57,13,31,8,0,0,3,4,256,274,9,0,114,27,41,4,4
POA2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,3,0,0,20,3,3,0,10,0,9,0,0,0,3,0,25,0,0,0,11,0,13,0,0,0,0,0,30,0,0,0,13,0,4,0,0,0,0,0,25,35,6,0,24,7,25,7,4,0,0,0,102,26,8,5,38,8,5,4,0,0,0,0,92,41,3,0,32,12,0,0,0,0,0,0,94,30,3,0,17,10,16,0,0,0,0,0,69,97,0,0,49,7,13,0,0
POA2912,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,9,0,4,0,3,0,19,0,6,0,8,0,18,0,3,0,7,0,37,3,0,0,5,0,18,0,3,0,0,0,27,7,4,0,5,3,15,0,0,0,3,0,32,9,3,0,11,0,22,0,3,0,6,0,53,25,0,0,29,7,46,0,7,0,3,4,115,28,0,0,36,3,9,0,0,0,3,0,82,39,4,0,25,10,6,0,0,0,0,0,82,28,0,0,17,3,14,0,0,0,3,0,81,80,3,0,40,14,9,0,0
POA2913,0,0,0,0,0,0,0,3,0,12,0,13,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,4,0,8,0,0,0,0,0,0,0,8,0,5,0,15,0,0,0,3,0,12,0,14,0,12,0,37,0,5,0,6,0,12,0,7,0,12,0,52,0,3,0,11,0,41,0,15,0,17,0,93,3,9,4,22,0,79,0,18,0,21,0,165,17,18,0,62,6,97,3,16,4,15,0,249,34,6,0,94,9,93,0,13,3,12,0,268,39,14,4,84,13,69,4,14,0,11,0,259,183,20,3,250,39,171,9,14,6,17,0,718,258,27,14,249,69,65,9,6,0,16,3,710,212,18,12,176,31,28,3,8,3,10,3,503,232,5,4,96,34,59,3,0,3,0,0,436,539,14,13,269,53,94,19,4
POA2914,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,7,0,14,0,0,0,0,0,4,0,12,0,4,0,29,0,0,0,0,0,18,0,10,3,3,0,38,0,8,0,5,0,42,0,7,0,4,0,72,4,11,0,26,4,61,0,16,3,14,0,137,15,5,3,51,7,73,3,3,0,3,0,162,29,8,0,44,3,67,0,14,3,6,0,181,38,11,3,87,3,75,7,3,0,8,0,240,147,20,3,186,32,168,7,5,4,15,7,589,192,17,6,190,31,52,3,7,3,4,0,500,216,11,9,187,58,42,6,3,0,4,0,533,228,4,11,96,34,55,6,3,3,3,0,439,489,9,7,213,48,58,9,7
